prompt_id,caption,split,seed,bpm,keyscale,timesignature
p29_light_percussion__v11,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,96,,4
p29_light_percussion__v12,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,96,,4
p29_light_percussion__v13,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,96,,4
p29_light_percussion__v14,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,96,,4
p29_light_percussion__v15,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,96,,4
p29_light_percussion__v16,"Instrumental focus music with light percussion and warm pads, steady rhythm, restrained melody, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,96,,4
p30_brushed_rhythm__v01,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",train,,90,,4
p30_brushed_rhythm__v02,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",train,,90,,4
p30_brushed_rhythm__v03,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Maintain restrained dynamics and a stable background texture throughout.",train,,90,,4
p30_brushed_rhythm__v04,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",train,,90,,4
p30_brushed_rhythm__v05,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",train,,90,,4
p30_brushed_rhythm__v06,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",train,,90,,4
p30_brushed_rhythm__v07,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",train,,90,,4
p30_brushed_rhythm__v08,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",train,,90,,4
p30_brushed_rhythm__v09,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",train,,90,,4
p30_brushed_rhythm__v10,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",train,,90,,4
p30_brushed_rhythm__v11,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",train,,90,,4
p30_brushed_rhythm__v12,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",train,,90,,4
p30_brushed_rhythm__v13,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",train,,90,,4
p30_brushed_rhythm__v14,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",train,,90,,4
p30_brushed_rhythm__v15,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",train,,90,,4
p30_brushed_rhythm__v16,"Instrumental focus music with brushed rhythmic texture, even pulse, sparse harmony, controlled dynamics, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",train,,90,,4
p31_subtle_polyrhythm__v01,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",calibration,,88,,4
p31_subtle_polyrhythm__v02,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",calibration,,88,,4
p31_subtle_polyrhythm__v03,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Maintain restrained dynamics and a stable background texture throughout.",calibration,,88,,4
p31_subtle_polyrhythm__v04,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",calibration,,88,,4
p31_subtle_polyrhythm__v05,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",calibration,,88,,4
p31_subtle_polyrhythm__v06,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",calibration,,88,,4
p31_subtle_polyrhythm__v07,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",calibration,,88,,4
p31_subtle_polyrhythm__v08,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",calibration,,88,,4
p31_subtle_polyrhythm__v09,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",calibration,,88,,4
p31_subtle_polyrhythm__v10,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",calibration,,88,,4
p31_subtle_polyrhythm__v11,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",calibration,,88,,4
p31_subtle_polyrhythm__v12,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",calibration,,88,,4
p31_subtle_polyrhythm__v13,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",calibration,,88,,4
p31_subtle_polyrhythm__v14,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",calibration,,88,,4
p31_subtle_polyrhythm__v15,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",calibration,,88,,4
p31_subtle_polyrhythm__v16,"Instrumental focus music with subtle interlocking rhythm, stable meter, limited melodic motion, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",calibration,,88,,4
p32_pulse_drone__v01,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Keep the arrangement sparse and continuous with gradual eight-bar changes.",qualification,,82,,4
p32_pulse_drone__v02,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Use a narrow melodic range and seamless transitions without dramatic accents.",qualification,,82,,4
p32_pulse_drone__v03,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Maintain restrained dynamics and a stable background texture throughout.",qualification,,82,,4
p32_pulse_drone__v04,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Emphasize gentle repetition with subtle timbral evolution and no breakdowns.",qualification,,82,,4
p32_pulse_drone__v05,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Use smooth four-bar phrases and avoid abrupt harmonic or rhythmic changes.",qualification,,82,,4
p32_pulse_drone__v06,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Keep the foreground minimal while the accompaniment remains even and predictable.",qualification,,82,,4
p32_pulse_drone__v07,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Favor long connected layers with soft attacks and controlled high frequencies.",qualification,,82,,4
p32_pulse_drone__v08,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Use understated recurring motifs with low contrast between adjacent sections.",qualification,,82,,4
p32_pulse_drone__v09,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Maintain an unbroken concentration-friendly flow with restrained bass movement.",qualification,,82,,4
p32_pulse_drone__v10,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Use gradual harmonic motion and a consistent pulse without fills or drops.",qualification,,82,,4
p32_pulse_drone__v11,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Keep musical events evenly spaced with soft articulation and limited ornamentation.",qualification,,82,,4
p32_pulse_drone__v12,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Favor warm balanced sonorities and slow texture changes without climactic gestures.",qualification,,82,,4
p32_pulse_drone__v13,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Use a stable meter and quiet recurring figures with smooth phrase boundaries.",qualification,,82,,4
p32_pulse_drone__v14,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Maintain low distraction through simple voicing and gently evolving ambience.",qualification,,82,,4
p32_pulse_drone__v15,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Keep density moderate and consistent with no sudden pauses or prominent solos.",qualification,,82,,4
p32_pulse_drone__v16,"Instrumental focus music with a soft pulse and warm drone, gradual harmonic movement, low distraction, no vocals. Use calm cyclical phrasing and subtle variation while preserving an even energy level.",qualification,,82,,4
